id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4723381314520857,L9OfNiY53,2921770037,仙女变美院,【常问问题汇总】哪里做双眼皮比较好，割完双眼皮注意事项，全切和埋线哪个漂亮，做鼻子有名的医生，岳阳阳光割双眼皮评价效果怎么样，郑州双眼皮医院排行榜，艾美莉做双眼皮哪个医生评价好口碑好，睐美安王振军眼修复技术水平怎么样如何，洁铭做眼综合评价口碑好吗，东莞莞城天后做双眼皮靠谱吗口碑好吗，都可在线咨询或自助查询O国内整形医院医生口碑案例项目价格在线咨询＆自助查询,,,,,0,2,0,2022-01-08 15:02,,,,
4723819825334490,L9ZF4mnKa,6514384662,lifeng是懒羊羊,今天的轨迹:东城~寮步~莞城~高埗~石碣~石龙~莞城~南城~东城~寮步~东城；油又没了一半,,,,,0,0,0,2022-01-09 20:04,vivo X23 AI非凡摄影,['https://wx2.sinaimg.cn/large/0076RH2mgy1gy7o7h5m56j31og2ipb29.jpg'],,
4723811709355184,L9ZrYDfI4,1670203553,做梦都想成为戴老板,NikeRunning#运动就是坚持##东莞##跑者日常#对我来说，6‘00与4’00一样的难度都不太好把控，并且还遭遇断崖式的心率失常最后Po一些没什么构图的相片—-莞城骑楼特色,,东莞·旨亭街排骨饭,,"运动就是坚持,东莞,跑者日常",0,12,9,2022-01-09 19:32,NikeRunning超话,"['https://wx2.sinaimg.cn/large/638d48a1gy1gy7n9pvf0oj233v23hhdu.jpg', 'https://wx2.sinaimg.cn/large/638d48a1gy1gy7n9lt8hnj22j91j0e81.jpg', 'https://wx2.sinaimg.cn/large/638d48a1gy1gy7n9eptdhj22121qxb29.jpg', 'https://wx1.sinaimg.cn/large/638d48a1gy1gy7n9i7ahnj22ip2c0u0x.jpg', 'https://wx1.sinaimg.cn/large/638d48a1gy1gy7n96yq5wj229c307u0y.jpg', 'https://wx4.sinaimg.cn/large/638d48a1gy1gy7n9awt8zj22fg21xx6p.jpg', 'https://wx2.sinaimg.cn/large/638d48a1gy1gy7n8yor7uj226m2g8npd.jpg', 'https://wx1.sinaimg.cn/large/638d48a1gy1gy7n9077h8j2140140k1h.jpg', 'https://wx2.sinaimg.cn/large/638d48a1gy1gy7n9rhfiyj20n00h8di9.jpg']",,
4720849754001222,L8KoDgMTQ,6422937016,医美颜值社,【最近做鼻子常问医院医生】北京彤美刘风卓，潘彦龙石家庄美然王鹏济南君子石红基，王凯长沙华韩华美罗亮徐州华美王玲东莞莞城天后陈茜广州艺美李闯怎么样？评价技术好不好？靠谱吗？黑料，失败案例？不清楚都可以问或评论查询,,,,,0,2,0,2022-01-01 15:22,,"['https://wx3.sinaimg.cn/large/0070FZkkly1gxy77khpy1j316o1kwb29.jpg', 'https://wx4.sinaimg.cn/large/0070FZkkly1gxy77l13oxj30u0140n3f.jpg', 'https://wx2.sinaimg.cn/large/0070FZkkly1gxy77m18cxj31o02804qq.jpg', 'https://wx2.sinaimg.cn/large/0070FZkkly1gxy77n7rjuj31o02804qq.jpg', 'https://wx1.sinaimg.cn/large/0070FZkkly1gxy77o7br7j316o1kw4qp.jpg', 'https://wx1.sinaimg.cn/large/0070FZkkly1gxy77p3aamj316o1kw7wh.jpg', 'https://wx1.sinaimg.cn/large/0070FZkkly1gxy77pxuahj316o1kwe81.jpg', 'https://wx3.sinaimg.cn/large/0070FZkkly1gxy77rvp7ej32801o0e82.jpg', 'https://wx3.sinaimg.cn/large/0070FZkkly1gxy77tboqrj31o0280hdu.jpg']",,
4720822067139135,L8JFYtXdl,5387658272,莞城-亚安,#穿街过巷#东莞市莞城老街【史园坊街】。2022.1.1元旦,,东莞·莞城,,穿街过巷,0,0,4,2022-01-01 13:32,荣耀9i 千元潮美旗舰,['https://wx4.sinaimg.cn/large/005SC424gy1gxy3vp2cnsj319c0y0n5k.jpg'],,
4723298685945421,L9M6woWFT,1837992592,DiCaprio_,在瑞宝吃完蛋肉肠粉和茅根粥，俩端泊满车的老莞城街道，外卖小哥眼看巴士一顿一顿的，便停下来指挥着师傅径直向前。想起那天经过黄洞村，外婆牵着刚放学而且笑得很开心的肥崽孙子，婆孙俩偶遇骑电瓶车的妈妈，孙子嚷着坐妈妈的后座，大家都很乐乎。,,,,,0,4,1,2022-01-08 09:33,iPhone客户端,,,
4723283025461974,L9LHgmUUm,5387658272,莞城-亚安,#穿街过巷#东莞市莞城老街地名故事【沙地塘路】，此路面原铺麻石板，路中有一座“田心庙”，因庙前是一片沙地塘，故名。2022.1.1拍,,东莞·莞城,,穿街过巷,0,0,2,2022-01-08 08:31,荣耀9i 千元潮美旗舰,['https://wx4.sinaimg.cn/large/005SC424gy1gy5y4ni843j319c0y0n69.jpg'],,
4723712676857555,L9WSfsLXJ,5246347588,lzh10175,网抄：　　广州地铁28号线主线(佛山西站—新源路)。线路全长约106.1千米，起于佛山城区，折向东进入广州境内。广州段线路串联荔湾、海珠、黄埔及增城四大组团，覆盖白鹅潭、琶洲、第二CBD及东部沿江发展带等重点发展区域，线路过新塘站后经由中堂、万江延伸至东莞城区。28号线将串联佛山东平CBD、广州白鹅潭CBD、琶洲电子商务区、第二中央商务区、新塘东部商务区、松山湖高新区以及东莞万江商务区等未来城市最具活力和发展的区域。在广州范围内5个综合体站点地块的规划设计方案，这5个车站。新洲站位于海珠区琶洲岛东部，与8号线东延段新洲站换乘。黄埔鱼珠设站，其后计划经过黄埔高铁站、新塘站，再跨江进入东莞，终于东莞新源路站。经过芳村后，将沿海珠区北岸行进，在市二宫(换乘2号线)、滨江东(换乘10号线)、岭南广场(换乘12号线、规划中的20号线)等地设站，再进入琶洲岛。未来鱼珠站将四线交汇，不仅是地铁28号线重要的综合体站点还承担着广州至汕尾、广州至珠海(澳门)、广州至深圳3条线路的衔接枢纽，未来从黄埔1小时可达汕尾、珠海、深圳等地。建议与网评：建议：一、东莞市于新源站处规划一个面积三平方公里的轨道交通枢纽。新源枢纽。拥有三十条轨道线路。二、东莞联合香港、深圳、恵州、河源、梅州：潮州、等共同出资延伸一千公里。实现纵横大湾区与粤东地区的轨道交通网。佛山联合珠西岸中山、江门市、珠海、云浮市、肇庆市、粤西地区、海口市、三亚市、广西等地共同出资延伸二千多公里。三、东城街道、莞城街道、万江街道、中堂镇、等共同投资新增加线路与站点。重新规划广州二十八号线在东莞增加一批站。促进城市更新与世界水平的都市。特别万江与莞城街道抓住广州二十八号线经过机会。大力发展轨道交通。建设东莞真正“曼哈顿”。四、引入香港深圳的轨道在东莞中心区设站点。五、把轨道作为东莞城市的重点。未来达到三千公里里程。当否？,,,,,0,0,1,2022-01-09 12:58,iPhone客户端,,,
4720793395921358,L8IVJoQpM,5496849295,醋斯beta,—2022跨年跟如华看电影反贪风暴5然后回来我宿舍聊天看跨年演唱会打扫卫生等会去汕头—2021跨年下班后在宿舍抢红包第二天跟丽琼去海边露营⛺️—2020跨年晶晶来找带她去市民中心结果没有灯光秀第二天一起去香港shopping—2019跨年在龙岗跟侄子一起吃肯德基当时心情sodown—2018跨年跟前男友去东莞万达真是不好的回忆—2017跨年当时在培训特别累应该是在宿舍睡觉然后第二才跟初恋男友一起出去吃东西的—2016跨年不记得了。可能也是跟初恋男友过的—2015没有印象—2014在当时莞城的宿舍锦真和传亮qq说跨年快乐之前的就更没印象了,,,,,0,0,0,2022-01-01 11:38,iPhone客户端,,,
4723554681881428,L9SLq7TrC,1796739890,堡肚的马铃薯粉,#阿派验证发布求助信息#日期：2022.1.8地点：东莞市莞城区樟村鸦叫尾宣安小区（具体位置联系求助人）动物情况：粘人流浪猫左眼感染大量脓血后续费用：不负责后续费用求助人是否留在原地：是联系方式:13412658537阿派发布信息由求助人提供，求助人承诺内容属实，如有不实内容，求助人承担全部责任。,,,,阿派验证发布求助信息,0,0,0,2022-01-09 02:30,华为畅享10 Plus,"['https://wx2.sinaimg.cn/large/6b181332gy1gy6tveypr0j20u0140qaz.jpg', 'https://wx4.sinaimg.cn/large/6b181332gy1gy6tvfby5lj20s21dvgyz.jpg']",,
4723518325655650,L9ROMnJia,5453362031,灰潆漾丘_636,东莞需要会高数的男生！！！！！薪资一百一个多小时，每周上门一到两次！！！！！我在东城莞城这边的,,东莞·东莞人民公园,,,0,3,0,2022-01-09 00:06,iPhone客户端,,,
4723134530324205,L9HPL1ml7,6603501485,寻狗官方微博,狗狗寻主启事：2022-01-07日东莞市莞城街道家乐福(花城店)附近发现浅黄褐色其他迷路流浪狗狗一条。详情访问寻狗小程序:O网页链接,,,,,0,0,0,2022-01-07 22:41,寻狗启事小程序,['https://wx4.sinaimg.cn/large/007cTCotly8gy5hmbosnkj30by0by754.jpg'],,
4723118017086290,L9Hp7tJt0,6352000101,Fit棋,我弟说来莞城不吃一次这的云吞是不完整的但真的好多啊只能挑着云吞全吃了.,,,,,0,0,0,2022-01-07 21:35,iPhone客户端,"['https://wx2.sinaimg.cn/large/006VSloxgy1gy5fo7syz0j30u0140n4x.jpg', 'https://wx2.sinaimg.cn/large/006VSloxgy1gy5fo6nbryj30u00u0n2l.jpg']",,
4722754815002685,L9xXjkZqt,6700548567,马住呢,东莞各位友友们东莞有没有好吃的便利店最好是东城莞城南城附近的,,,,,0,7,0,2022-01-06 21:32,东莞超话,,,
4723106428748474,L9H6qAHSq,5936951493,很多雪,旧莞城荣登我市内爱去榜第一名（今天还买了一个美丽的花花杯子,,,,,0,0,13,2022-01-07 20:49,iPhone客户端,"['https://wx1.sinaimg.cn/large/006tMQi9gy1gy5ee0r95cj32c0340e82.jpg', 'https://wx2.sinaimg.cn/large/006tMQi9gy1gy5ee4ppg4j32c0340x6s.jpg', 'https://wx2.sinaimg.cn/large/006tMQi9gy1gy5edvx6nwj32c0340qv8.jpg', 'https://wx3.sinaimg.cn/large/006tMQi9gy1gy5ee42pouj32c03404qt.jpg', 'https://wx2.sinaimg.cn/large/006tMQi9gy1gy5ee2pn5rj32c03404qs.jpg', 'https://wx4.sinaimg.cn/large/006tMQi9gy1gy5ee1m6nqj32c0340x6s.jpg', 'https://wx3.sinaimg.cn/large/006tMQi9gy1gy5edo4u79j30yi1pcgwv.jpg', 'https://wx1.sinaimg.cn/large/006tMQi9gy1gy5edqynl2j32c03401kz.jpg', 'https://wx4.sinaimg.cn/large/006tMQi9gy1gy5edu08mgj32c03401kz.jpg']",,
4722734611563791,L9xqJ6yOr,6101489680,EmBanShee-宮下愛厨,是好久没恰的莞城云吞面,,,,,0,3,8,2022-01-06 20:12,魅族 17 Pro,"['https://wx2.sinaimg.cn/large/006EVebSgy1gy47omdl46j31400u046a.jpg', 'https://wx4.sinaimg.cn/large/006EVebSgy1gy47on8j4jj31400u0446.jpg']",,
4722673273539533,L9vPNeQNf,1813467230,莞城美术馆,今天下午，大岭山镇人民武装部组织35名基干民兵到莞城美术馆参观“惊心动魄绘春秋——文化名人大营救80周年特展”。,,,,,0,0,1,2022-01-06 16:08,iPhone客户端,"['https://wx3.sinaimg.cn/large/6c17505egy1gy40mt6640j21bw0u0480.jpg', 'https://wx4.sinaimg.cn/large/6c17505egy1gy40mtx73yj21900u0tg8.jpg', 'https://wx4.sinaimg.cn/large/6c17505egy1gy40msh20dj21j60u07h0.jpg']",,
4723071607112376,L9GcgtQfK,1970283564,东莞人才,#全职招聘#【工资3.5k-4.5K+五险一金+免费观影】“金逸影城”招聘以下岗位人才招聘岗位：影城营运主管1名工资：3.5-4.5k要求：大专以上，1年以上连锁服务行业经验，月休8天，8小时工作制招聘岗位：影城营运助理1名工资：2.5-3k要求：中专以上，无需经验，月休4天，7小时工作制以上岗位餐补，晚班补贴，值班补贴，五险一金，年底双薪，年终奖，节假日三薪，项目提成，节日礼品礼金，带薪年假，免费观影岗位渠道：主管️高级——主管️经理️——高级经理️——区域经理联系方式：陈小姐15807530251地址：莞城街道盈锋家居广场6楼金逸影城,,,,全职招聘,0,0,1,2022-01-07 18:31,微博 weibo.com,['https://wx1.sinaimg.cn/large/7570242cgy1gy5ae5bet1j20ku0fm3zj.jpg'],,
4723071326358356,L9GbOqG68,5637543701,逢坂Da,广东专插本天惹，东莞理工松山湖居然招生了，各位师弟师妹可以拼一下，毕竟那里环境真的超好，比莞城好的不要太多,,东莞,,,0,9,2,2022-01-07 18:30,广东专插本超话,,,
4722619604009666,L9uregP62,1304394160,天文Tenbun,永宁四甲，很久没在巷子看到莞城二中、职业技术学校，又或者师范附小的学生经过了。,,,,,0,0,1,2022-01-06 12:35,荣耀20,['https://wx1.sinaimg.cn/large/4dbf79b0gy1gy3udf1k0rj22bc3344qs.jpg'],,
4722613156580075,L9ugPrBMf,5594759747,小唐子是也,闲着骑车骑到莞城，就进来人民公园溜达溜达~,,,,,0,0,0,2022-01-06 12:09,微博轻享版,"['https://wx3.sinaimg.cn/large/0066D2Argy1gy3tqi0ydtj30u00u077y.jpg', 'https://wx3.sinaimg.cn/large/0066D2Argy1gy3tqje288j30u00u00xn.jpg', 'https://wx4.sinaimg.cn/large/0066D2Argy1gy3tqkl1zpj30u00u0aeq.jpg', 'https://wx3.sinaimg.cn/large/0066D2Argy1gy3tql84rej30u00u0jw6.jpg', 'https://wx1.sinaimg.cn/large/0066D2Argy1gy3tqm5etvj30u00u0ac9.jpg', 'https://wx3.sinaimg.cn/large/0066D2Argy1gy3tqn16r0j30u00u07ar.jpg', 'https://wx2.sinaimg.cn/large/0066D2Argy1gy3tqnkbf6j30u00u0mz6.jpg', 'https://wx1.sinaimg.cn/large/0066D2Argy1gy3tqo6xpoj30u00u00wb.jpg', 'https://wx2.sinaimg.cn/large/0066D2Argy1gy3tqottclj30u00u0jve.jpg']",,
4723053398856387,L9FITB9WX,3964092667,clinyoing,某人带我~~薅莞城的羊毛！！最后一针了吧！[合十][合十]covid-19何时休？,,,,,0,0,0,2022-01-07 17:19,iPhone客户端,"['https://wx4.sinaimg.cn/large/ec4740fbgy1gy58av2p4wj21np0u0n9s.jpg', 'https://wx4.sinaimg.cn/large/ec4740fbgy1gy58aw1aqfj21400u00zk.jpg']",,
4723004355644537,L9ErNnGoV,2198955304,惜雨驚聲,在这个年代，7点，很多还没有下班。很多人才刚刚上班。莞城小红伞小吃街，知道的一定知道位置，不知道的，是以前没来过。我记得我20年前来东莞，这里是繁华的街道，琳琅满目的商品，衣服。如今，孤单的巷子早早的入夜。晚安💤，偶尔经过，无意打扰。,,,,,0,0,0,2022-01-07 14:04,Redmi Note 8 Pro四摄,"['https://wx4.sinaimg.cn/large/83116528gy1gy52nvk2ihj235s1gke82.jpg', 'https://wx4.sinaimg.cn/large/83116528gy1gy52nx6ab0j235s1gkqv6.jpg', 'https://wx1.sinaimg.cn/large/83116528gy1gy52nz9daaj235s2dcu0z.jpg']",,
4722609855663945,L9ubvnLrX,7316888224,地产财富Club,【#2021年东莞成交32宗地块成交总金额约589亿#】1月5日消息，广东东莞2021年合共供应36宗商住用地，成功出让32宗，另有3宗地块终止出让，1宗地块流拍。32宗地块成交总金额约589亿，成交总用地面积约171万平方米，成交总计容建面约488万平方米。32宗成交商住地涉及了东莞24个镇街、松山湖及滨海湾新区，而东城、莞城、石龙、中堂、常平、横沥等9个镇街没有土地供应。成交地块中，有19宗竞拍达到最高限价，5宗地块进入东莞地块总价前10位，2宗地块进入东莞楼面价前10位。据悉，于2021年，保利在东莞拿地数量最多，共拿地7宗，位于清溪、黄江、桥头、大岭山、望牛墩、樟木头等地；其次是东实，摘地4宗；万科则竞得3宗地块，碧桂园、中海、越秀、华侨城则分别竞得2宗地块。此外，重仓东莞的华润于2021年8月11日以56.08亿元的价格摘得东莞南城CBD约14.4万平方米地块，该地块位于南城街道东莞国际商务区，占地面积14.41万平方米，总建筑面积将达80万平方米。 ,,,,2021年东莞成交32宗地块 成交总金额约589亿,0,0,0,2022-01-06 11:56,新版微博 weibo.com,,,
4722600809336081,L9tWUDaJX,2290906810,Hibiholic_,无语了莞城肯德基就不配有dimoo是吗爱要不要烦死了,,,,,0,0,0,2022-01-06 11:20,华为手机 畅享玩不停,,,
4722571306601504,L9tbkrHlS,6106703286,娟Juau,鹿晗莞城打疫苗地点：文化周末剧场L娟Juau的微博视频,,,,,0,0,0,2022-01-06 09:23,鹿晗超话,,"http://f.video.weibocdn.com/o0/0038Rr29lx07SK6c3fBm0104120064oq0E010.mp4?label=mp4_hd&template=540x1080.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1676615119&ssig=lVjZogLkXN&KID=unistore,video",
